Study,Author,Year,Journal,Study on NIS?,MeanControl,upperSEControl,SEControl,SDControl,MeanTreatment,upperSETreatment,SETreatment,SDTreatment,ReplicatesControl,ReplicatesTreatment,Parameter,Group,FunctionalGroup,Species,Classification STUDY,Sizeoftilestandardisedperm2,Sizeofassessedareatandardisedperm2,Reporteddensityperm2,Control,Treatment,Depth,Depthmeter,End (Y/N),Experiment,Location,Duration,Durationdays,Durationweeks,Durationmonths,Year (start),Month (start),Latitude,Longtitude,Country,Feature,SubstrateMaterial,Orientation,Movement,DepthHeldConstant,Shaded/Unshaded,Shading held constant,Source of data,ControlSubstrate,TreatmentSubstrate,Orientation_Detail,Notes_1,Notes_2,Notes_3
Becker et al_2020/2021,Becker et al,2020,Marine EnvironmentalHelgoland Marine Research,N,1.333333333,,,0.577350269,10,,,9.16515139,3,3,PercentageCover,Invertebrates,Polychaetes,Spirobranchus triqueter,N,15x15cm,10x10cm,,upfacing,vertical,1.5m,1.5,,Exp2,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Back,Material 2,
Becker et al_2020/2021,Becker et al,2020,Marine EnvironmentalHelgoland Marine Research,N,1,,,0,5.333333333,,,4.163331999,3,3,PercentageCover,Invertebrates,Polychaetes,Spirobranchus triqueter,N,15x15cm,10x10cm,,upfacing,vertical,1.5m,1.5,,Exp3,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Front,Material 3,
Becker et al_2020/2021,Becker et al,2020,Marine EnvironmentalHelgoland Marine Research,N,1,,,0,5.666666667,,,3.785938897,3,3,PercentageCover,Invertebrates,Polychaetes,Spirobranchus triqueter,N,15x15cm,10x10cm,,upfacing,vertical,1.5m,1.5,,Exp3,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Back,Material 3,
Becker et al_2020/2021,Becker et al,2020,Marine EnvironmentalHelgoland Marine Research,N,0.333333333,,,0.577350269,1.333333333,,,1.527525232,3,3,PercentageCover,Invertebrates,Polychaetes,Spirobranchus triqueter,N,15x15cm,10x10cm,,upfacing,vertical,1.5m,1.5,,Exp4,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Front,Material 4,
Becker et al_2020/2021,Becker et al,2020,Marine EnvironmentalHelgoland Marine Research,N,0.333333333,,,0.577350269,2,,,1.732050808,3,3,PercentageCover,Invertebrates,Polychaetes,Spirobranchus triqueter,N,15x15cm,10x10cm,,upfacing,vertical,1.5m,1.5,,Exp4,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Back,Material 4,
Becker et al_2020/2021,Becker et al,2020,Marine EnvironmentalHelgoland Marine Research,N,0.666666667,,,0.577350269,4.333333333,,,1.154700538,3,3,PercentageCover,Invertebrates,Polychaetes,Spirobranchus triqueter,N,15x15cm,10x10cm,,upfacing,vertical,1.5m,1.5,,Exp5,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Front,Material 5,
Becker et al_2020/2021,Becker et al,2020,Marine EnvironmentalHelgoland Marine Research,N,0.666666667,,,0.577350269,10.33333333,,,4.041451884,3,3,PercentageCover,Invertebrates,Polychaetes,Spirobranchus triqueter,N,15x15cm,10x10cm,,upfacing,vertical,1.5m,1.5,,Exp5,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Back,Material 5,
Becker et al_2020/2021,Becker et al,2020,Marine EnvironmentalHelgoland Marine Research,N,4,,,2.645751311,11.66666667,,,2.886751346,3,3,PercentageCover,Invertebrates,Polychaetes,Spirorbis spirorbis,N,15x15cm,10x10cm,,upfacing,vertical,1.5m,1.5,,Exp1,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Front,Material 1,
Becker et al_2020/2021,Becker et al,2020,Marine EnvironmentalHelgoland Marine Research,N,4,,,2.645751311,10,,,5,3,3,PercentageCover,Invertebrates,Polychaetes,Spirorbis spirorbis,N,15x15cm,10x10cm,,upfacing,vertical,1.5m,1.5,,Exp1,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Back,Material 1,
Becker et al_2020/2021,Becker et al,2020,Marine EnvironmentalHelgoland Marine Research,N,6,,,1.732050808,13.33333333,,,2.886751346,3,3,PercentageCover,Invertebrates,Polychaetes,Spirorbis spirorbis,N,15x15cm,10x10cm,,upfacing,vertical,1.5m,1.5,,Exp2,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Front,Material 2,
Becker et al_2020/2021,Becker et al,2020,Marine EnvironmentalHelgoland Marine Research,N,6,,,1.732050808,11,,,3.605551275,3,3,PercentageCover,Invertebrates,Polychaetes,Spirorbis spirorbis,N,15x15cm,10x10cm,,upfacing,vertical,1.5m,1.5,,Exp2,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Back,Material 2,
Becker et al_2020/2021,Becker et al,2020,Marine EnvironmentalHelgoland Marine Research,N,7.666666667,,,2.516611478,14.33333333,,,1.154700538,3,3,PercentageCover,Invertebrates,Polychaetes,Spirorbis spirorbis,N,15x15cm,10x10cm,,upfacing,vertical,1.5m,1.5,,Exp3,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Front,Material 3,
Becker et al_2020/2021,Becker et al,2020,Marine EnvironmentalHelgoland Marine Research,N,7.666666667,,,2.516611478,18.33333333,,,2.886751346,3,3,PercentageCover,Invertebrates,Polychaetes,Spirorbis spirorbis,N,15x15cm,10x10cm,,upfacing,vertical,1.5m,1.5,,Exp3,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Back,Material 3,
Becker et al_2020/2021,Becker et al,2020,Marine EnvironmentalHelgoland Marine Research,N,3.666666667,,,1.154700538,8.333333333,,,7.637626158,3,3,PercentageCover,Invertebrates,Polychaetes,Spirorbis spirorbis,N,15x15cm,10x10cm,,upfacing,vertical,1.5m,1.5,,Exp4,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Front,Material 4,
Becker et al_2020/2021,Becker et al,2020,Marine EnvironmentalHelgoland Marine Research,N,3.666666667,,,1.154700538,18.33333333,,,2.886751346,3,3,PercentageCover,Invertebrates,Polychaetes,Spirorbis spirorbis,N,15x15cm,10x10cm,,upfacing,vertical,1.5m,1.5,,Exp4,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Back,Material 4,
Becker et al_2020/2021,Becker et al,2020,Marine EnvironmentalHelgoland Marine Research,N,2.333333333,,,0.577350269,16,,,1.732050808,3,3,PercentageCover,Invertebrates,Polychaetes,Spirorbis spirorbis,N,15x15cm,10x10cm,,upfacing,vertical,1.5m,1.5,,Exp5,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Front,Material 5,
Becker et al_2020/2021,Becker et al,2020,Marine EnvironmentalHelgoland Marine Research,N,2.333333333,,,0.577350269,15.33333333,,,4.618802154,3,3,PercentageCover,Invertebrates,Polychaetes,Spirorbis spirorbis,N,15x15cm,10x10cm,,upfacing,vertical,1.5m,1.5,,Exp5,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Back,Material 5,
Becker et al_2020/2021,Becker et al,2020,Marine EnvironmentalHelgoland Marine Research,N,0,,,0,0.333333333,,,0.577350269,3,3,PercentageCover,Invertebrates,Hydrozoans,Tubularia indivisa,N,15x15cm,10x10cm,,upfacing,vertical,1.5m,1.5,,Exp1,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Back,Material 1,
Becker et al_2020/2021,Becker et al,2020,Marine EnvironmentalHelgoland Marine Research,N,0,,,0,0.333333333,,,0.577350269,3,3,PercentageCover,Invertebrates,Hydrozoans,Tubularia indivisa,N,15x15cm,10x10cm,,upfacing,vertical,1.5m,1.5,,Exp4,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Back,Material 4,
Becker et al_2020/2021,Becker et al,2020,Marine EnvironmentalHelgoland Marine Research,N,2,,,2.645751311,18.33333333,,,10.40833,3,3,PercentageCover,Invertebrates,Bryozoans,Tubulipora plumosa,N,15x15cm,10x10cm,,upfacing,vertical,1.5m,1.5,,Exp1,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Front,Material 1,
Becker et al_2020/2021,Becker et al,2020,Marine EnvironmentalHelgoland Marine Research,N,2,,,2.645751311,20,,,10,3,3,PercentageCover,Invertebrates,Bryozoans,Tubulipora plumosa,N,15x15cm,10x10cm,,upfacing,vertical,1.5m,1.5,,Exp1,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Back,Material 1,
Becker et al_2020/2021,Becker et al,2020,Marine EnvironmentalHelgoland Marine Research,N,2.333333333,,,0.577350269,18.33333333,,,10.40833,3,3,PercentageCover,Invertebrates,Bryozoans,Tubulipora plumosa,N,15x15cm,10x10cm,,upfacing,vertical,1.5m,1.5,,Exp2,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Front,Material 2,
Becker et al_2020/2021,Becker et al,2020,Marine EnvironmentalHelgoland Marine Research,N,2.333333333,,,0.577350269,38.33333333,,,11.54700538,3,3,PercentageCover,Invertebrates,Bryozoans,Tubulipora plumosa,N,15x15cm,10x10cm,,upfacing,vertical,1.5m,1.5,,Exp2,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Back,Material 2,
Becker et al_2020/2021,Becker et al,2020,Marine EnvironmentalHelgoland Marine Research,N,5,,,0,26.66666667,,,2.886751346,3,3,PercentageCover,Invertebrates,Bryozoans,Tubulipora plumosa,N,15x15cm,10x10cm,,upfacing,vertical,1.5m,1.5,,Exp3,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Front,Material 3,
Becker et al_2020/2021,Becker et al,2020,Marine EnvironmentalHelgoland Marine Research,N,5,,,0,33.33333333,,,12.58305739,3,3,PercentageCover,Invertebrates,Bryozoans,Tubulipora plumosa,N,15x15cm,10x10cm,,upfacing,vertical,1.5m,1.5,,Exp3,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Back,Material 3,
Becker et al_2020/2021,Becker et al,2020,Marine EnvironmentalHelgoland Marine Research,N,1,,,1.732050808,13.33333333,,,2.886751346,3,3,PercentageCover,Invertebrates,Bryozoans,Tubulipora plumosa,N,15x15cm,10x10cm,,upfacing,vertical,1.5m,1.5,,Exp4,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Front,Material 4,
Becker et al_2020/2021,Becker et al,2020,Marine EnvironmentalHelgoland Marine Research,N,1,,,1.732050808,19.33333333,,,6.027713773,3,3,PercentageCover,Invertebrates,Bryozoans,Tubulipora plumosa,N,15x15cm,10x10cm,,upfacing,vertical,1.5m,1.5,,Exp4,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Back,Material 4,
Becker et al_2020/2021,Becker et al,2020,Marine EnvironmentalHelgoland Marine Research,N,2,,,2.645751311,11.66666667,,,7.637626158,3,3,PercentageCover,Invertebrates,Bryozoans,Tubulipora plumosa,N,15x15cm,10x10cm,,upfacing,vertical,1.5m,1.5,,Exp5,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Front,Material 5,
Becker et al_2020/2021,Becker et al,2020,Marine EnvironmentalHelgoland Marine Research,N,2,,,2.645751311,20,,,5,3,3,PercentageCover,Invertebrates,Bryozoans,Tubulipora plumosa,N,15x15cm,10x10cm,,upfacing,vertical,1.5m,1.5,,Exp5,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Back,Material 5,
Becker et al_2020/2021,Becker et al,2020,Marine EnvironmentalHelgoland Marine Research,N,0.333333333,,,0.577350269,0.333333333,,,0.577350269,3,3,PercentageCover,Invertebrates,Anthozoans,Urticina felina,N,15x15cm,10x10cm,,upfacing,vertical,1.5m,1.5,,Exp5,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Front,Material 5,
Becker et al_2020/2021,Becker et al,2020,Marine EnvironmentalHelgoland Marine Research,N,0.333333333,,,0.577350269,0,,,0,3,3,PercentageCover,Invertebrates,Anthozoans,Urticina felina,N,15x15cm,10x10cm,,upfacing,vertical,1.5m,1.5,,Exp5,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Back,Material 5,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0,,,,1.0625,,,1.015504801,8,8,PercentageCover,Invertebrates,Hydrozoans,Bougainvillia muscus,NIS,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp1,Bay of Coliumo,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0,,,,0.708333333,,,1.764013159,8,12,PercentageCover,Invertebrates,Hydrozoans,Bougainvillia muscus,NIS,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp1,Bay of Coliumo,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,7.75,,,10.75041527,1.875,,,1.457737974,8,8,PercentageCover,Invertebrates,Hydrozoans,Bougainvillia muscus,NIS,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp2,Bay of Concepción,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,15.125,,,10.66954946,4.125,,,4.356850107,8,8,PercentageCover,Invertebrates,Hydrozoans,Bougainvillia muscus,NIS,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp2,Bay of Concepción,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,11.75,,,25.2572479,3.375,,,8.765802058,8,8,PercentageCover,Invertebrates,Hydrozoans,Bougainvillia muscus,NIS,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp3,Bay of San Vicente,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0,,,0,0.4375,,,0.728868987,8,8,PercentageCover,Invertebrates,Hydrozoans,Bougainvillia muscus,NIS,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp4,South Arauco Gulf,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0,,,0,0.75,,,2.050498831,8,8,PercentageCover,Invertebrates,Hydrozoans,Bougainvillia muscus,NIS,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp4,South Arauco Gulf,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0,,,0,5,,,6.824326236,8,8,PercentageCover,Invertebrates,Bryozoans,Bugula neritina,NIS,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp1,Bay of Coliumo,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0,,,0,8.3125,,,8.843631688,8,12,PercentageCover,Invertebrates,Bryozoans,Bugula neritina,NIS,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp1,Bay of Coliumo,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0,,,0,44,,,20.53568323,8,8,PercentageCover,Invertebrates,Bryozoans,Bugulina flabellata,NIS,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp1,Bay of Coliumo,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0,,,0,0.666666667,,,2.309401077,8,12,PercentageCover,Invertebrates,Bryozoans,Bugulina flabellata,NIS,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp1,Bay of Coliumo,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0.375,,,0.353553391,38,,,31.6408416,8,8,PercentageCover,Invertebrates,Bryozoans,Bugulina flabellata,NIS,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp2,Bay of Concepción,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0.1875,,,0.372011905,12.25,,,11.73212927,8,8,PercentageCover,Invertebrates,Bryozoans,Bugulina flabellata,NIS,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp2,Bay of Concepción,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0.375,,,0.51754917,0,,,0,8,8,PercentageCover,Invertebrates,Bryozoans,Bugulina flabellata,NIS,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp3,Bay of San Vicente,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0.1875,,,0.372011905,0,,,0,8,8,PercentageCover,Invertebrates,Bryozoans,Bugulina flabellata,NIS,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp3,Bay of San Vicente,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0,,,0,4.4375,,,3.155918476,8,8,PercentageCover,Invertebrates,Bryozoans,Bugulina flabellata,NIS,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp4,South Arauco Gulf,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0,,,0,0.041666667,,,0.144337567,8,12,PercentageCover,Invertebrates,Anthozoans,Cereus herpetodes,N,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp1,Bay of Coliumo,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0.375,,,0.353553391,0,,,0,8,8,PercentageCover,Invertebrates,Bryozoans,Conopeum reticulum,NIS,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp4,South Arauco Gulf,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,6.125,,,5.409977555,0,,,0,8,8,PercentageCover,Invertebrates,Bryozoans,Exochella,NIS,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp1,Bay of Coliumo,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,Exochella.nov..sp..Jullien..1888..status.checked.by.D..Gordon.,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,12.9375,,,28.74075938,0,,,0,8,12,PercentageCover,Invertebrates,Bryozoans,Exochella,NIS,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp1,Bay of Coliumo,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0,,,0,0.125,,,0.231455025,8,8,PercentageCover,Invertebrates,Bryozoans,Exochella,NIS,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp2,Bay of Concepción,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0,,,0,1.0625,,,1.568381787,8,8,PercentageCover,Invertebrates,Bryozoans,Exochella,NIS,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp2,Bay of Concepción,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,6.5,,,3.207134903,0,,,0,8,8,PercentageCover,Invertebrates,Bryozoans,Exochella,NIS,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp3,Bay of San Vicente,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,5.75,,,4.978525312,0,,,0,8,8,PercentageCover,Invertebrates,Bryozoans,Exochella,NIS,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp3,Bay of San Vicente,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0,,,0,0.5625,,,0.903860767,8,8,PercentageCover,Invertebrates,Bryozoans,Lagenicella variabilis,N,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp4,South Arauco Gulf,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0,,,0,0.625,,,0.744023809,8,8,PercentageCover,Invertebrates,Bryozoans,Lagenicella variabilis,N,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp4,South Arauco Gulf,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0,,,0,0.041666667,,,0.144337567,8,12,PercentageCover,Algae,Red Algae,Mazzaella laminarioides,N,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp1,Bay of Coliumo,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0.0625,,,0.176776695,0,,,0,8,8,PercentageCover,Invertebrates,Bryozoans,Schyzoporella maulina,N,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp1,Bay of Coliumo,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0.8125,,,1.710002089,0,,,0,8,12,PercentageCover,Invertebrates,Bryozoans,Schyzoporella maulina,N,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp1,Bay of Coliumo,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0.6875,,,1.163047106,9.25,,,5.284748947,8,8,PercentageCover,Invertebrates,Bryozoans,Scruparia ambigua,N,150x150mm,120x120mm,,Fixed,Floating,4m,4,N,Exp3,Bay of San Vicente,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,0.3125,,,0.703942977,0,,,0,8,8,PercentageCover,Invertebrates,Bryozoans,Scruparia ambigua,N,150x150mm,120x120mm,,Fixed,Floating,4m,4,Y,Exp3,Bay of San Vicente,13 months,395.4171,56.48812,13,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,
