,Effect_ID,Study,Author,Year,Journal,Study.on.NIS.,MeanControl,upperSEControl,SEControl,SDControl,MeanTreatment,upperSETreatment,SETreatment,SDTreatment,ReplicatesControl,ReplicatesTreatment,Parameter,Group,TaxonomicGroup,Species,Classification.STUDY,Sizeoftilestandardisedperm2,Sizeofassessedareatandardisedperm2,Reporteddensityperm2,Control,Treatment,Depth,Depthmeter,End..Y.N.,Experiment,Location,Duration,Durationdays,Durationweeks,Durationmonths,Year..start.,Month..start.,Latitude,Longtitude,Country,Feature,SubstrateMaterial,Orientation,Movement,DepthHeldConstant,Shaded.Unshaded,Shading.held.constant,Source.of.data,ControlSubstrate,TreatmentSubstrate,Orientation_Detail,Notes_1,Notes_2,Notes_3,Study_Experiment,Study_Location,Study_Experiment_Duration,Feature_Classification,Feature_TaxonomicGroup,TaxonomicGroup_Classification,Feature_TaxonomicGroup_Classification,Exp_ID,num_instances,Feature_Study,Feature_Study_Location,Feature_Study_Experiment_Duration,Feature_Species,Feature_Species_Classification,unique_types,reducedReplicatesControl,reducedReplicatesTreatment,yi,vi,Phylogeny
867,186,Glasby_2000,Glasby,2000,Journal of Experimental Marine Biology and Ecology,N,17.3333,22,4.6667,10.43505843,10.6667,16.6667,6,13.41640786,5,5,PercentageCover,Invertebrates,Barnacles,Amphibalanus variegatus,N,0.0225,0.0169,NA,Rock,Concrete,1.5m below MLWS,1.5,Y,Exp3,"Middle Harbour, Sydney Harbour, Site3",7 months,212.9169,30.41668,7,1998,June,33.48,151.14,Australia,Substrate,,vertical,fixed,,,,Figure 2,Concrete,Sandstone,,,,,Glasby_2000_Exp3,"Glasby_2000_Middle Harbour, Sydney Harbour, Site3",Glasby_2000_Exp3_7 months,Substrate_N,Substrate_Barnacles,Barnacles_N,Substrate_Barnacles_N,445,4,Substrate_Glasby_2000,"Substrate_Glasby_2000_Middle Harbour, Sydney Harbour, Site3",Substrate_Glasby_2000_Exp3_7 months,Substrate_Amphibalanus variegatus,Substrate_Amphibalanus variegatus_N,2,5,2.5,-0.255157299,1.912601446,Amphibalanus variegatus
1292,1066,Chase_2015,Chase,2015,Thesis,Y,0.36666667,NA,NA,0.462281927,0.7,NA,NA,0.826476268,6,6,PercentageCover,Invertebrates,Bryozoans,Membranipora membranacea,NIS,0.01,0.0064,NA,Rock,Concrete,NA,NA,N,Exp1,"University of New Hampshire Coastal Marine Laboratory in New Castle, NH",10 weeks,70,10,2.301368854,2014,May,"43°04'14.5""N","70°42'46.5""W",USA,Substrate,,downfacing,floating,,,,Figure 2.7,Concrete,Granite,,,Original dataset,,Chase_2015_Exp1,"Chase_2015_University of New Hampshire Coastal Marine Laboratory in New Castle, NH",Chase_2015_Exp1_10 weeks,Substrate_NIS,Substrate_Bryozoans,Bryozoans_NIS,Substrate_Bryozoans_NIS,145,3,Substrate_Chase_2015,"Substrate_Chase_2015_University of New Hampshire Coastal Marine Laboratory in New Castle, NH",Substrate_Chase_2015_Exp1_10 weeks,Substrate_Membranipora membranacea,Substrate_Membranipora membranacea_NIS,1,3,6,0.323871316,1.911427474,Membranipora membranacea
1256,1030,Chase_2015,Chase,2015,Thesis,Y,6,NA,3.01662063,7.389181291,8.4,NA,3.94461658,9.662297852,6,6,PercentageCover,Invertebrates,Bivalves,Mytilus edulis,N,0.01,0.0064,NA,Rock,Concrete,NA,NA,Y,Exp1,"University of New Hampshire Coastal Marine Laboratory in New Castle, NH",24 weeks,168,24,5.52328525,2014,May,"43°04'14.5""N","70°42'46.5""W",USA,Substrate,,downfacing,floating,,,,Figure 2.7,Concrete,Granite,,,Original dataset,,Chase_2015_Exp1,"Chase_2015_University of New Hampshire Coastal Marine Laboratory in New Castle, NH",Chase_2015_Exp1_24 weeks,Substrate_N,Substrate_Bivalves,Bivalves_N,Substrate_Bivalves_N,162,3,Substrate_Chase_2015,"Substrate_Chase_2015_University of New Hampshire Coastal Marine Laboratory in New Castle, NH",Substrate_Chase_2015_Exp1_24 weeks,Substrate_Mytilus edulis,Substrate_Mytilus edulis_N,1,3,6,0.172460877,1.902051358,Mytilus edulis
1714,1714,Leclerc et al._2020,Leclerc et al.,2020,Diversity and Distributions,Y,6.5,NA,NA,3.207134903,0.0058,NA,NA,0.014,8,8,PercentageCover,Invertebrates,Bryozoans,Exochella,NIS,150x150mm,120x120mm,NA,Fixed,Floating,4m,4,N,Exp3,Bay of San Vicente,3 months,91.2501,13.03572,3,2017,March,,,Chile,Movement,Polypropylene,horizontal,,Yes,Unshaded,Yes,Original dataset (published),,,,,,,Leclerc et al._2020_Exp3,Leclerc et al._2020_Bay of San Vicente,Leclerc et al._2020_Exp3_3 months,Movement_NIS,Movement_Bryozoans,Bryozoans_NIS,Movement_Bryozoans_NIS,647,1,Movement_Leclerc et al._2020,Movement_Leclerc et al._2020_Bay of San Vicente,Movement_Leclerc et al._2020_Exp3_3 months,Movement_Exochella,Movement_Exochella_NIS,1,8,8,-3.521941293,1.900399486,Exochella
1173,947,Chase_2015,Chase,2015,Thesis,Y,10.2,NA,4.13521463,10.12916582,5.8,NA,3.61109402,8.845337762,6,6,PercentageCover,Invertebrates,Bivalves,Anomia simplex,N,0.01,0.0064,NA,Rock,Polymer,NA,NA,N,Exp1,"University of New Hampshire Coastal Marine Laboratory in New Castle, NH",16 weeks,112,16,3.682190167,2014,May,"43°04'14.5""N","70°42'46.5""W",USA,Substrate,,downfacing,floating,,,,Figure 2.7,Polymer,Granite,,,Original dataset,,Chase_2015_Exp1,"Chase_2015_University of New Hampshire Coastal Marine Laboratory in New Castle, NH",Chase_2015_Exp1_16 weeks,Substrate_N,Substrate_Bivalves,Bivalves_N,Substrate_Bivalves_N,104,3,Substrate_Chase_2015,"Substrate_Chase_2015_University of New Hampshire Coastal Marine Laboratory in New Castle, NH",Substrate_Chase_2015_Exp1_16 weeks,Substrate_Anomia simplex,Substrate_Anomia simplex_N,1,3,6,-0.290059945,1.891985615,Anomia simplex
1872,1872,Lee_2018,Lee,2018,Thesis,Y,1.5,NA,NA,1.516575089,1.5,NA,NA,2.34520788,6,6,PercentageCover,Invertebrates,Bryozoans,Bugula (genus in Opisthokonta),NIS,0.0121,0.01,NA,Wood,Concrete,1m,1,Y,Exp3,North Haven Harbour,9 weeks,63,9,2.071231969,2013,April,"34°47'9""S","138°29'15""E",Australia,Substrate,,downfacing,floating,,Shaded,Yes,raw data supplied,Wood,Cement,,,,,Lee_2018_Exp3,Lee_2018_North Haven Harbour,Lee_2018_Exp3_9 weeks,Substrate_NIS,Substrate_Bryozoans,Bryozoans_NIS,Substrate_Bryozoans_NIS,749,4,Substrate_Lee_2018,Substrate_Lee_2018_North Haven Harbour,Substrate_Lee_2018_Exp3_9 weeks,Substrate_Bugula,Substrate_Bugula_NIS,1,3,6,0,1.889330207,Bugula (genus in Opisthokonta)
729,48,Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,0.617283951,NA,NA,0.956292184,5.041152264,NA,NA,7.213687758,6,6,PercentageCover,Invertebrates,Ascidians,Diplosoma (genus in Bilateria),NIS,0.0121,0.0081,NA,Fixed,Floating,2m,2,Y,Exp4,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Deep,,,Dafforn et al._2009_Exp4,"Dafforn et al._2009_Port Kembla, Site 2",Dafforn et al._2009_Exp4_12 weeks,Movement_NIS,Movement_Ascidians,Ascidians_NIS,Movement_Ascidians_NIS,285,1,Movement_Dafforn et al._2009,"Movement_Dafforn et al._2009_Port Kembla, Site 2",Movement_Dafforn et al._2009_Exp4_12 weeks,Movement_Diplosoma listerianum,Movement_Diplosoma listerianum_NIS,1,6,6,1.057560958,1.8873641,Diplosoma (genus in Bilateria)
396,753,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,3.125,NA,NA,6.151364541,37.375,NA,NA,101.281697,8,8,Abundance,Invertebrates,Polychaetes,Salmacina australis,N,0.0121,0.001936,NA,upfacing,vertical,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Steel,,fixed,,Unshaded,No,raw data supplied,,,Orientation_upvert,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Orientation_N,Orientation_Polychaetes,Polychaetes_N,Orientation_Polychaetes_N,1002,8,Orientation_Ushiama et al._2016,Orientation_Ushiama et al._2016_Sydney Harbour,Orientation_Ushiama et al._2016_Exp1_3 months,Orientation_Salmacina australis,Orientation_Salmacina australis_N,1,4,8,2.481567749,1.886615684,Salmacina australis
1262,1036,Chase_2015,Chase,2015,Thesis,Y,0.4,NA,NA,0.498705638,0.7,NA,NA,0.826476268,6,6,PercentageCover,Invertebrates,Ascidians,Botrylloides violaceus,NIS,0.01,0.0064,NA,Rock,Concrete,NA,NA,N,Exp1,"University of New Hampshire Coastal Marine Laboratory in New Castle, NH",10 weeks,70,10,2.301368854,2014,May,"43°04'14.5""N","70°42'46.5""W",USA,Substrate,,downfacing,floating,,,,Figure 2.7,Concrete,Granite,,,Original dataset,,Chase_2015_Exp1,"Chase_2015_University of New Hampshire Coastal Marine Laboratory in New Castle, NH",Chase_2015_Exp1_10 weeks,Substrate_NIS,Substrate_Ascidians,Ascidians_NIS,Substrate_Ascidians_NIS,111,3,Substrate_Chase_2015,"Substrate_Chase_2015_University of New Hampshire Coastal Marine Laboratory in New Castle, NH",Substrate_Chase_2015_Exp1_10 weeks,Substrate_Botrylloides violaceus,Substrate_Botrylloides violaceus_NIS,1,3,6,0.28030992,1.882380999,Botrylloides violaceus
1264,1038,Chase_2015,Chase,2015,Thesis,Y,0.4,NA,NA,0.498705638,0.7,NA,NA,0.826476268,6,6,PercentageCover,Invertebrates,Ascidians,Botrylloides violaceus,NIS,0.01,0.0064,NA,Rock,Polymer,NA,NA,N,Exp1,"University of New Hampshire Coastal Marine Laboratory in New Castle, NH",10 weeks,70,10,2.301368854,2014,May,"43°04'14.5""N","70°42'46.5""W",USA,Substrate,,downfacing,floating,,,,Figure 2.7,Polymer,Granite,,,Original dataset,,Chase_2015_Exp1,"Chase_2015_University of New Hampshire Coastal Marine Laboratory in New Castle, NH",Chase_2015_Exp1_10 weeks,Substrate_NIS,Substrate_Ascidians,Ascidians_NIS,Substrate_Ascidians_NIS,111,3,Substrate_Chase_2015,"Substrate_Chase_2015_University of New Hampshire Coastal Marine Laboratory in New Castle, NH",Substrate_Chase_2015_Exp1_10 weeks,Substrate_Botrylloides violaceus,Substrate_Botrylloides violaceus_NIS,1,3,6,0.28030992,1.882380999,Botrylloides violaceus
1469,1428,Hatcher_1998,Hatcher,1998,Hydrobiologia,N,0.67,NA,0.58,1.004589468,43.33,11.55,NA,0.014,3,3,PercentageCover,Invertebrates,Polychaetes,Spirobranchus,N,400cm2,,NA,upfacing,downfacing,12m,12,N,Exp1,Poole Bay,142 days,142,20.28571429,4.668488035,1991,May,50o39'72'N,01o54'79'W,United Kingdom,Orientation,Coal Waste,,Fixed,Yes,Unshaded,No,Tables 1+2+3,,,Orientation_updown,,,,Hatcher_1998_Exp1,Hatcher_1998_Poole Bay,Hatcher_1998_Exp1_142 days,Orientation_N,Orientation_Polychaetes,Polychaetes_N,Orientation_Polychaetes_N,597,1,Orientation_Hatcher_1998,Orientation_Hatcher_1998_Poole Bay,Orientation_Hatcher_1998_Exp1_142 days,Orientation_Pomatoceros triqueter,Orientation_Pomatoceros triqueter_N,1,3,3,2.171113122,1.881887547,Spirobranchus
1925,1925,Lee_2018,Lee,2018,Thesis,Y,17.33333333,NA,NA,14.29218901,12.33333333,NA,NA,20.33387977,6,6,PercentageCover,Invertebrates,Bryozoans,Watersipora subtorquata,NIS,0.0121,0.01,NA,Wood,Polymer,1m,1,Y,Exp2,North Haven Harbour,9 weeks,63,9,2.071231969,2013,February,"34°47'9""S","138°29'15""E",Australia,Substrate,,downfacing,floating,,Shaded,Yes,raw data supplied,Wood,Acrylic,,,,,Lee_2018_Exp2,Lee_2018_North Haven Harbour,Lee_2018_Exp2_9 weeks,Substrate_NIS,Substrate_Bryozoans,Bryozoans_NIS,Substrate_Bryozoans_NIS,747,4,Substrate_Lee_2018,Substrate_Lee_2018_North Haven Harbour,Substrate_Lee_2018_Exp2_9 weeks,Substrate_Watersipora subtorquata,Substrate_Watersipora subtorquata_NIS,1,3,6,-0.179532086,1.881667862,Watersipora subtorquata
973,292,Glasby_2001,Glasby,2001,MEPS,No,0.2,NA,NA,0.273861279,0.2,NA,NA,0.273861279,5,5,PercentageCover,Invertebrates,Bryozoans,Mucropetraliella ellerii,N,0.0225,0.0169,NA,Fixed,Floating,2.5-3.5m,2.5-3.5,Y,Exp1,"Sydney Harbour, Site 1",204 days,204,29.14285714,6.706846375,1999,April,33.8462° S,151.2489° E,Australia,Movement,Sandstone,Vertical,,Yes,Unshaded,No,"raw data supplied and used, left out averaged where data was lost and adjusted number of replicates",,,,Time 1,,,Glasby_2001_Exp1,"Glasby_2001_Sydney Harbour, Site 1",Glasby_2001_Exp1_204 days,Movement_N,Movement_Bryozoans,Bryozoans_N,Movement_Bryozoans_N,464,1,Movement_Glasby_2001,"Movement_Glasby_2001_Sydney Harbour, Site 1",Movement_Glasby_2001_Exp1_204 days,Movement_Mucropetraliella ellerii,Movement_Mucropetraliella ellerii_N,1,5,5,0,1.877504512,Mucropetraliella ellerii
1990,1990,Lee_2018,Lee,2018,Thesis,Y,20.5,NA,NA,25.46958971,29.83333333,NA,NA,24.95128587,6,6,PercentageCover,Invertebrates,Ascidians,Ciona intestinalis,NIS,0.0121,0.01,NA,Wood,Concrete,1m,1,Y,Exp3,North Haven Harbour,9 weeks,63,9,2.071231969,2013,April,"34°47'9""S","138°29'15""E",Australia,Substrate,,vertical,floating,,Shaded,Yes,raw data supplied,Wood,Cement,,,,,Lee_2018_Exp3,Lee_2018_North Haven Harbour,Lee_2018_Exp3_9 weeks,Substrate_NIS,Substrate_Ascidians,Ascidians_NIS,Substrate_Ascidians_NIS,751,4,Substrate_Lee_2018,Substrate_Lee_2018_North Haven Harbour,Substrate_Lee_2018_Exp3_9 weeks,Substrate_Ciona intestinalis,Substrate_Ciona intestinalis_NIS,1,3,6,0.206808684,1.873566859,Ciona intestinalis
1688,1688,Becker et al_2020/2021,Becker et al,NA,Marine EnvironmentalHelgoland Marine Research,N,2,NA,NA,2.645751311,11.66666667,NA,NA,7.637626158,3,3,PercentageCover,Invertebrates,Bryozoans,Tubulipora,N,15x15cm,10x10cm,NA,upfacing,vertical,1.5m,1.5,,Exp5,JadeWeserPort,12 months,365.0004,52.14288,12,2017,April,,,Germany,Orientation,Concrete,,Floating,Yes,Unshaded,,,,,Orientation_upvert,Front,Material 5,,Becker et al_2020/2021_Exp5,Becker et al_2020/2021_JadeWeserPort,Becker et al_2020/2021_Exp5_12 months,Orientation_N,Orientation_Bryozoans,Bryozoans_N,Orientation_Bryozoans_N,99,2,Orientation_Becker et al_2020/2021,Orientation_Becker et al_2020/2021_JadeWeserPort,Orientation_Becker et al_2020/2021_Exp5_12 months,Orientation_Tubulipora plumosa,Orientation_Tubulipora plumosa_N,1,3,3,0.898770427,1.866334322,Tubulipora
1763,1763,Lee_2018,Lee,2018,Thesis,Y,4,NA,NA,3.16227766,1.75,NA,NA,3.110466203,6,5,PercentageCover,Invertebrates,Bryozoans,Schizoporella errata,NIS,0.0121,0.01,NA,vertical,downfacing,1m,1,Y,Exp1,North Haven Harbour,9 weeks,63,9,2.071231969,2012,December,"34°47'9""S","138°29'15""E",Australia,Orientation,Wood,,floating,,Shaded,Yes,raw data supplied,,,Orientation_updown,,,,Lee_2018_Exp1,Lee_2018_North Haven Harbour,Lee_2018_Exp1_9 weeks,Orientation_NIS,Orientation_Bryozoans,Bryozoans_NIS,Orientation_Bryozoans_NIS,668,3,Orientation_Lee_2018,Orientation_Lee_2018_North Haven Harbour,Orientation_Lee_2018_Exp1_9 weeks,Orientation_Schizoporella errata,Orientation_Schizoporella errata_NIS,1,6,5,-0.41717038,1.865936486,Schizoporella errata
995,314,Glasby_2001,Glasby,2001,MEPS,No,1.1,NA,NA,1.341640786,0.3,NA,NA,0.447213595,5,5,PercentageCover,Algae,Algae,Feldmannia (genus in subkingdom SAR),N,0.0225,0.0169,NA,Fixed,Floating,2.5-3.5m,2.5-3.5,Y,Exp3,"Sydney Harbour, Site 2",202 days,202,28.85714286,6.641092979,1999,May,33.8462° S,151.2489° E,Australia,Movement,Sandstone,Vertical,,Yes,Unshaded,No,"raw data supplied and used, left out averaged where data was lost and adjusted number of replicates",,,,Time 3,,,Glasby_2001_Exp3,"Glasby_2001_Sydney Harbour, Site 2",Glasby_2001_Exp3_202 days,Movement_N,Movement_Algae,Algae_N,Movement_Algae_N,502,1,Movement_Glasby_2001,"Movement_Glasby_2001_Sydney Harbour, Site 2",Movement_Glasby_2001_Exp3_202 days,Movement_Feldmannia,Movement_Feldmannia_N,1,5,5,-0.650981714,1.862650113,Feldmannia (genus in subkingdom SAR)
274,631,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.25,NA,NA,0.46291005,0.125,NA,NA,0.353553391,8,8,Abundance,Invertebrates,Barnacles,Megabalanus coccopoma,NIS,0.0121,0.001936,NA,upfacing,vertical,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Wood,,fixed,,Unshaded,No,raw data supplied,,,Orientation_upvert,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Orientation_NIS,Orientation_Barnacles,Barnacles_NIS,Orientation_Barnacles_NIS,990,8,Orientation_Ushiama et al._2016,Orientation_Ushiama et al._2016_Sydney Harbour,Orientation_Ushiama et al._2016_Exp1_3 months,Orientation_Megabalanus coccopoma,Orientation_Megabalanus coccopoma_NIS,1,4,8,-0.693147181,1.85714286,Megabalanus coccopoma
336,693,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.25,NA,NA,0.46291005,0.125,NA,NA,0.353553391,8,8,Abundance,Invertebrates,Bryozoans,Osthimosia glomerata,N,0.0121,0.001936,NA,upfacing,vertical,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Steel,,fixed,,Unshaded,No,raw data supplied,,,Orientation_upvert,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Orientation_N,Orientation_Bryozoans,Bryozoans_N,Orientation_Bryozoans_N,996,8,Orientation_Ushiama et al._2016,Orientation_Ushiama et al._2016_Sydney Harbour,Orientation_Ushiama et al._2016_Exp1_3 months,Orientation_Osthimosia glomerata,Orientation_Osthimosia glomerata_N,1,4,8,-0.693147181,1.85714286,Osthimosia glomerata
339,696,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.25,NA,NA,0.46291005,0.125,NA,NA,0.353553391,8,8,Abundance,Invertebrates,Bryozoans,Osthimosia glomerata,N,0.0121,0.001936,NA,upfacing,downfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Perspex,,fixed,,Unshaded,No,raw data supplied,,,Orientation_updown,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Orientation_N,Orientation_Bryozoans,Bryozoans_N,Orientation_Bryozoans_N,996,8,Orientation_Ushiama et al._2016,Orientation_Ushiama et al._2016_Sydney Harbour,Orientation_Ushiama et al._2016_Exp1_3 months,Orientation_Osthimosia glomerata,Orientation_Osthimosia glomerata_N,1,4,8,-0.693147181,1.85714286,Osthimosia glomerata
439,796,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.25,NA,NA,0.46291005,0.125,NA,NA,0.353553391,8,8,Abundance,Invertebrates,Polychaetes,Spirobranchus,N,0.0121,0.001936,NA,upfacing,downfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Perspex,,fixed,,Unshaded,No,raw data supplied,,,Orientation_updown,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Orientation_N,Orientation_Polychaetes,Polychaetes_N,Orientation_Polychaetes_N,1000,8,Orientation_Ushiama et al._2016,Orientation_Ushiama et al._2016_Sydney Harbour,Orientation_Ushiama et al._2016_Exp1_3 months,Orientation_Pomatoceros,Orientation_Pomatoceros_N,1,4,8,-0.693147181,1.85714286,Spirobranchus
738,57,Dafforn et al._2009,Dafforn et al.,2009,Biofouling,Yes,2.057613169,NA,NA,2.806210226,0.514403292,NA,NA,0.82046922,6,6,PercentageCover,Invertebrates,Barnacles,Balanus trigonus,N,0.0121,0.0081,NA,Fixed,Floating,0.5m,0.5,Y,Exp3,"Port Kembla, Site 2",12 weeks,84,12,2.761642625,2006,October,34.4828° S,150.9033° E,Australia,Movement,Perspex,Vertical,,Yes,Shaded,Yes,raw data supplied and used,,,,Shallow,,,Dafforn et al._2009_Exp3,"Dafforn et al._2009_Port Kembla, Site 2",Dafforn et al._2009_Exp3_12 weeks,Movement_N,Movement_Barnacles,Barnacles_N,Movement_Barnacles_N,246,1,Movement_Dafforn et al._2009,"Movement_Dafforn et al._2009_Port Kembla, Site 2",Movement_Dafforn et al._2009_Exp3_12 weeks,Movement_Balanus trigonus,Movement_Balanus trigonus_N,1,6,6,-0.695743746,1.849483808,Balanus trigonus
1839,1839,Lee_2018,Lee,2018,Thesis,Y,10.4,NA,NA,6.949820142,1.75,NA,NA,3.158322339,6,5,PercentageCover,Invertebrates,Ascidians,Diplosoma (genus in Bilateria),NIS,0.0121,0.01,NA,vertical,downfacing,1m,1,Y,Exp1,North Haven Harbour,9 weeks,63,9,2.071231969,2012,December,"34°47'9""S","138°29'15""E",Australia,Orientation,Cement,,floating,,Shaded,Yes,raw data supplied,,,Orientation_upvert,,,,Lee_2018_Exp1,Lee_2018_North Haven Harbour,Lee_2018_Exp1_9 weeks,Orientation_NIS,Orientation_Ascidians,Ascidians_NIS,Orientation_Ascidians_NIS,666,3,Orientation_Lee_2018,Orientation_Lee_2018_North Haven Harbour,Orientation_Lee_2018_Exp1_9 weeks,Orientation_Diplosoma,Orientation_Diplosoma_NIS,1,6,5,-0.906194433,1.848182752,Diplosoma (genus in Bilateria)
1927,1927,Lee_2018,Lee,2018,Thesis,Y,10.5,NA,NA,10.44509454,5.333333333,NA,NA,7.941452428,6,6,PercentageCover,Invertebrates,Bryozoans,Watersipora subtorquata,NIS,0.0121,0.01,NA,Wood,Polymer,1m,1,Y,Exp2,North Haven Harbour,9 weeks,63,9,2.071231969,2013,February,"34°47'9""S","138°29'15""E",Australia,Substrate,,vertical,floating,,Shaded,Yes,raw data supplied,Wood,Acrylic,,,,,Lee_2018_Exp2,Lee_2018_North Haven Harbour,Lee_2018_Exp2_9 weeks,Substrate_NIS,Substrate_Bryozoans,Bryozoans_NIS,Substrate_Bryozoans_NIS,747,4,Substrate_Lee_2018,Substrate_Lee_2018_North Haven Harbour,Substrate_Lee_2018_Exp2_9 weeks,Substrate_Watersipora subtorquata,Substrate_Watersipora subtorquata_NIS,1,3,6,-0.347847042,1.846759169,Watersipora subtorquata
171,528,Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.25,NA,NA,0.46291005,0.375,NA,NA,0.744023809,8,8,Abundance,Invertebrates,Ascidians,Botryllus schlosseri,NIS,0.0121,0.001936,NA,Rock,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,vertical,fixed,,Unshaded,No,raw data supplied,Sandstone,Perspex,,,,,Ushiama et al._2016_Exp1,Ushiama et al._2016_Sydney Harbour,Ushiama et al._2016_Exp1_3 months,Substrate_NIS,Substrate_Ascidians,Ascidians_NIS,Substrate_Ascidians_NIS,979,12,Substrate_Ushiama et al._2016,Substrate_Ushiama et al._2016_Sydney Harbour,Substrate_Ushiama et al._2016_Exp1_3 months,Substrate_Botryllus schlosseri,Substrate_Botryllus schlosseri_NIS,2,4,4,0.405465108,1.841269841,Botryllus schlosseri
1247,1021,Chase_2015,Chase,2015,Thesis,Y,3.4,NA,1.96468827,4.812483765,6,NA,1.34164079,3.286335354,6,6,PercentageCover,Invertebrates,Bivalves,Mytilus edulis,N,0.01,0.0064,NA,Rock,Concrete,NA,NA,N,Exp1,"University of New Hampshire Coastal Marine Laboratory in New Castle, NH",18 weeks,126,18,4.142463938,2014,May,"43°04'14.5""N","70°42'46.5""W",USA,Substrate,,downfacing,floating,,,,Figure 2.7,Concrete,Granite,,,Original dataset,,Chase_2015_Exp1,"Chase_2015_University of New Hampshire Coastal Marine Laboratory in New Castle, NH",Chase_2015_Exp1_18 weeks,Substrate_N,Substrate_Bivalves,Bivalves_N,Substrate_Bivalves_N,159,3,Substrate_Chase_2015,"Substrate_Chase_2015_University of New Hampshire Coastal Marine Laboratory in New Castle, NH",Substrate_Chase_2015_Exp1_18 weeks,Substrate_Mytilus edulis,Substrate_Mytilus edulis_N,1,3,6,0.288480928,1.838876046,Mytilus edulis
1817,1817,Lee_2018,Lee,2018,Thesis,Y,1.666666667,NA,NA,3.204163958,8.128205128,NA,NA,6.478853479,6,6,PercentageCover,Invertebrates,Ascidians,Botryllus schlosseri,NIS,0.0121,0.01,NA,vertical,downfacing,1m,1,Y,Exp6,Wirrina Cove,9 weeks,63,9,2.071231969,2013,April,"34°47'9""S","138°29'15""E",Australia,Orientation,Wood,,floating,,Shaded,Yes,raw data supplied,,,Orientation_upvert,,,,Lee_2018_Exp6,Lee_2018_Wirrina Cove,Lee_2018_Exp6_9 weeks,Orientation_NIS,Orientation_Ascidians,Ascidians_NIS,Orientation_Ascidians_NIS,792,3,Orientation_Lee_2018,Orientation_Lee_2018_Wirrina Cove,Orientation_Lee_2018_Exp6_9 weeks,Orientation_Botryllus schlosseri,Orientation_Botryllus schlosseri_NIS,1,6,6,0.803432208,1.837579217,Botryllus schlosseri
1932,1932,Lee_2018,Lee,2018,Thesis,Y,0.5,NA,NA,0.447213595,0.25,NA,NA,0.418330013,6,6,PercentageCover,Invertebrates,Bryozoans,Watersipora subtorquata,NIS,0.0121,0.01,NA,Wood,Concrete,1m,1,Y,Exp4,Wirrina Cove,9 weeks,63,9,2.071231969,2012,December,"34°47'9""S","138°29'15""E",Australia,Substrate,,downfacing,floating,,Shaded,Yes,raw data supplied,Wood,Cement,,,,,Lee_2018_Exp4,Lee_2018_Wirrina Cove,Lee_2018_Exp4_9 weeks,Substrate_NIS,Substrate_Bryozoans,Bryozoans_NIS,Substrate_Bryozoans_NIS,773,4,Substrate_Lee_2018,Substrate_Lee_2018_Wirrina Cove,Substrate_Lee_2018_Exp4_9 weeks,Substrate_Watersipora subtorquata,Substrate_Watersipora subtorquata_NIS,1,3,6,-0.346991406,1.83751443,Watersipora subtorquata
